번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g),년도
12898,발효유류 ,요플레 떠먹는 키즈 바나나(빙그레),100,100,13.75,3.75,3.25,12.5,50,12.5,2.5,0,2017
12899,발효유류 ,요플레 바이오플레 사과(빙그레),100,75,16,2,1,13,79,4,0.43,0,2015
12900,발효유류 ,요플레 바이오플레 사과(빙그레),100,75,16,2,1,13,79,4,0.43,0,2017
12901,발효유류 ,요플레 바이오플레 포도(빙그레),100,75,16,2,1,13,79,4,0.43,0,2015
12902,발효유류 ,요플레 바이오플레 포도(빙그레),100,75,16,2,1,13,79,4,0.43,0,2017
12903,발효유류 ,요플레 바이오플레 플레인(빙그레),100,75,16,2,1,13,79,4,0.43,0,2015
12904,발효유류 ,요플레 바이오플레 플레인(빙그레),100,75,16,2,1,13,79,4,0.43,0,2017
12905,발효유류 ,요플레 오리지널,100,110,17,3,3,12.94,60,10,2,0,2017
12906,발효유류 ,요플레 오리지널 골드키위(빙그레),100,100,14.7,3.52,2.82,12.35,58.82,11.76,2.35,0,2015
12907,발효유류 ,요플레 오리지널 골드키위(빙그레),100,100,14.7,3.52,2.82,12.35,58.82,11.76,2.35,0,2017
12908,발효유류 ,요플레 오리지널 딸기90g,100,100.2,15.3,3.9,2.6,14.4,65.52,8.14,1.8,0.07,2014
12909,발효유류 ,요플레 오리지널 딸기90g,100,100.2,15.3,3.9,2.6,13.5,65.52,8.14,1.8,0.07,2017
12910,발효유류 ,요플레 오리지널 블루베리(빙그레),100,100,14.7,3.52,2.82,12.35,58.82,11.76,2.35,0,2015
12911,발효유류 ,요플레 오리지널 블루베리(빙그레),100,100,14.7,3.52,2.82,12.35,58.82,11.76,2.35,0,2017
12912,발효유류 ,요플레 오리지널 슈퍼베리(빙그레),100,106.25,16.87,3.12,3.12,14.37,62.5,10,2.12,0,2015
12913,발효유류 ,요플레 오리지널 슈퍼베리(빙그레),100,106.25,16.87,3.12,3.12,13.53,62.5,10,2.12,0,2017
12914,발효유류 ,요플레 오리지널 포도(빙그레),100,100,15.88,2.94,2.94,13.52,64.7,11.76,2.35,0,2015
12915,발효유류 ,요플레 오리지널 포도(빙그레),100,100,15.88,2.94,2.94,13.52,64.7,11.76,2.35,0,2017
12916,발효유류 ,요플레 오프룻 딸기&알로에(빙그레),100,83.33,15,2.78,1.5,14.44,50,5.56,0.83,0,2015
12917,발효유류 ,요플레 오프룻 딸기&알로에(빙그레),100,83.33,15,2.78,1.5,14.44,50,5.56,0.83,0,2017
12918,발효유류 ,요플레 오프룻 블루베리(빙그레),100,83.33,15,2.78,1.5,14.44,50,5.56,0.83,0,2015
12919,발효유류 ,요플레 오프룻 블루베리(빙그레),100,83.33,15,2.78,1.5,14.44,50,5.56,0.83,0,2017
12920,발효유류 ,요플레 오프룻 포도&알로에(빙그레),100,83.33,15,2.78,1.5,14.44,50,5.56,0.83,0,2015
12921,발효유류 ,요플레 오프룻 포도&알로에(빙그레),100,83.33,15,2.78,1.5,14.44,50,5.56,0.83,0,2017
12922,발효유류 ,요플레 클래식 플레인,100,95,14,4,2.5,11.76,65,9,2,0,2017
12923,발효유류 ,요플레 키즈 딸기(빙그레),100,106.25,16.25,3.75,3,12.5,62.5,12.5,2,0,2015
12924,발효유류 ,요플레 키즈 딸기(빙그레),100,106.25,16.25,3.75,3,12.5,62.5,12.5,2,0,2017
12925,발효유류 ,요플레 키즈 복숭아(빙그레),100,100,15,3.75,3,12.5,62.5,12.5,2,0,2015
12926,발효유류 ,요플레 키즈 복숭아(빙그레),100,100,15,3.75,3,12.5,62.5,12.5,2,0,2017
12927,발효유류 ,요플레 키즈 포도(빙그레),100,106.25,16.25,3.75,3,12.5,62.5,12.5,2,0,2015
12928,발효유류 ,요플레 키즈 포도(빙그레),100,106.25,16.25,3.75,3,12.5,62.5,12.5,2,0,2017
12929,발효유류 ,요플레 플레인(빙그레),100,100,14.7,3.52,2.82,12.35,58.82,11.76,2.35,0,2015
12930,발효유류 ,요플레 플레인(빙그레),100,100,14.7,3.52,2.82,12.35,58.82,11.76,2.35,0,2017
12931,발효유류 ,요하임 딸기 담은 떠먹는 요거트,100,105,15,4,3,13,55,8,1.7,0,2015
12932,발효유류 ,요하임 딸기 담은 떠먹는 요거트,100,105,15,4,3,13,55,8,1.7,0,2017
12933,발효유류 ,요하임 복숭아 담은 떠먹는 요거트,100,105,15,4,3,13,55,8,1.7,0,2015
12934,발효유류 ,요하임 복숭아 담은 떠먹는 요거트,100,105,15,4,3,13,55,8,1.7,0,2017
12935,발효유류 ,요하임 저지방요거트 딸기,100,63,11,3.3,0.8,8.5,55.81,2.49,0.5,0.02,2015
12936,발효유류 ,요하임 저지방요거트 딸기,100,63,11,3.3,0.8,13.33,55.81,2.49,0.5,0.02,2017
12937,발효유류 ,요하임저지방요거트 블루베리,100,59.2,10,3.4,0.8,8.3,55.81,2.57,0.5,0.02,2015
12938,발효유류 ,요하임저지방요거트 블루베리,100,59.2,10,3.4,0.8,9,55.81,2.57,0.5,0.02,2017
12939,발효유류 ,위력,150,150,22.5,4.5,4.5,18,82.5,15,3,0,2015
12940,발효유류 ,위력,150,225,33.75,6.75,6.75,27,123.75,22.5,4.5,0,2017
12941,발효유류 ,위요(비락),150,150,22.5,4.5,4.5,13.5,90,15,3,0,2015
12942,발효유류 ,위요(비락),150,225,33.75,6.75,6.75,20.25,135,22.5,4.5,0,2017
12943,발효유류 ,위편한 구트(매일유업),150,144.23,21.92,5.77,3.12,19.62,92.31,17.31,1.96,0,2015
12944,발효유류 ,위편한 구트(매일유업),150,216.35,32.88,8.65,4.67,29.43,138.46,25.96,2.94,0,2017
12945,발효유류 ,유기농 엔요(매일유업),150,93.75,20.62,1.88,0,16.88,37.5,0,0,0,2015
12946,발효유류 ,유기농 엔요(매일유업),150,140.62,30.94,2.81,0,27.05,56.25,0,0,0,2017
12947,발효유류 ,유기농 이오,150,94.5,20.62,1.88,0,18.75,22.5,0,0,0,2015
12948,발효유류 ,유기농 이오,150,141.75,30.94,2.81,0,28.12,33.75,0,0,0,2017
12949,발효유류 ,유기농 키즈 요구르트(매일유업),30,18.75,4.12,0.38,0,3.38,7.5,0,0,0,2015
12950,발효유류 ,유기농 키즈 요구르트(매일유업),30,5.62,1.24,0.11,0,2.27,2.25,0,0,0,2017
12951,발효유류 ,이오 트웬티즈,150,67.5,15,1.88,0,15,28.12,0,0,0,2015
12952,발효유류 ,이오 트웬티즈,150,101.25,22.5,2.81,0,65,42.19,0,0,0,2017
12953,발효유류 ,자연의 시작 불가리스 사과,100,100,17,3,2.7,12,60,10,1.7,0,2015
12954,발효유류 ,자연의 시작 불가리스 사과,100,100,17,3,2.7,12,60,10,1.7,0,2017
12955,발효유류 ,자일리톨함유 세요(연세대학교 연세우유),150,82.5,19.5,1.5,0,19.5,67.5,0,0,0,2015
12956,발효유류 ,자일리톨함유 세요(연세대학교 연세우유),150,123.75,29.25,2.25,0,29.25,101.25,0,0,0,2017
12957,발효유류 ,장앤미 사과(건국유업),150,150.19,26.16,4.84,4.36,18.41,72.68,14.53,2.91,0,2015
12958,발효유류 ,장앤미 사과(건국유업),150,225.29,39.24,7.27,6.54,28.51,109.01,21.8,4.36,0,2017
12959,발효유류 ,장앤미 아사이베리(건국유업),150,148.04,25.79,4.78,4.3,18.15,71.63,14.33,2.87,0,2015
12960,발효유류 ,장앤미 아사이베리(건국유업),150,222.06,38.68,7.16,6.45,28.51,107.45,21.49,4.3,0,2017
12961,발효유류 ,장앤미 포도(건국유업),150,148.47,25.86,4.79,4.31,18.2,71.84,14.37,2.87,0,2015
12962,발효유류 ,장앤미 포도(건국유업),150,222.7,38.79,7.18,6.47,28.51,107.76,21.55,4.31,0,2017
12963,발효유류 ,진심을 담은 저지방 플레인 요거트(매일유업),100,61.11,6.67,5,1.44,5.55,66.67,5.55,0.78,0,2015
12964,발효유류 ,진심을 담은 저지방 플레인 요거트(매일유업),100,61.11,6.67,5,1.44,15.87,66.67,5.55,0.78,0,2017
12965,발효유류 ,진심을 담은 플레인 요거트(매일유업),100,77.77,5.55,4.44,4.11,5.55,72.22,11.11,2.67,0,2015
12966,발효유류 ,진심을 담은 플레인 요거트(매일유업),100,77.77,5.55,4.44,4.11,13.33,72.22,11.11,2.67,0,2017
12967,발효유류 ,짜먹는 이오 딸기,30,34.5,5.4,1.2,0.87,5.4,15,2.7,0.6,0,2015
12968,발효유류 ,짜먹는 이오 딸기,30,10.35,1.62,0.36,0.26,2.64,4.5,0.81,0.18,0,2017
12969,발효유류 ,짜요스무디딸기,100,125.3,19.5,3.5,3.7,17.8,47.51,8.45,2.2,0.12,2015
12970,발효유류 ,짜요스무디딸기,100,125.3,19.5,3.5,3.7,17.5,47.51,8.45,2.2,0.12,2017
12971,발효유류 ,짜요스무디포도,100,125.7,19.8,3.3,3.7,17.9,51.92,8.11,2.3,0.12,2015
12972,발효유류 ,짜요스무디포도,100,125.7,19.8,3.3,3.7,17.5,51.92,8.11,2.3,0.12,2017
12973,발효유류 ,짜요짜요 딸기,100,120,16,5,3.8,15,90,13,2.5,0,2015
12974,발효유류 ,짜요짜요 복숭아,100,120,16,5,3.8,15,90,13,2.5,0,2015
12975,발효유류 ,짜요짜요 포도,100,120,16,5,3.8,15,90,13,2.5,0,2015
12976,발효유류 ,초이스(매일유업),150,103.5,23.08,1.65,0,20.76,34.5,0,0,0,2015
12977,발효유류 ,초이스(매일유업),150,155.25,34.63,2.47,0,31.16,51.75,0,0,0,2017
12978,발효유류 ,초이스파인애플(매일유업),150,103.5,23.08,1.65,0,20.76,34.5,0,0,0,2015
12979,발효유류 ,초이스파인애플(매일유업),150,155.25,34.63,2.47,0,31.15,51.75,0,0,0,2017
12980,발효유류 ,카푸치노비요뜨,150,225,27,9,8.4,21,120,10.5,5.55,0,2015
12981,발효유류 ,카푸치노비요뜨,150,337.5,40.5,13.5,12.6,31.5,180,15.75,8.32,0,2017
12982,발효유류 ,쾌변,150,165,30,4.5,4.65,16.5,105,7.5,3,0,2012
12983,발효유류 ,쾌변,150,165,30,4.5,4.65,24.75,105,7.5,3,0,2017
12984,발효유류 ,크렌베리의상큼함이살아있는요구르트,150,143.25,21.3,6,4.35,17.25,71.42,10.97,2.7,0.1,2015
12985,발효유류 ,크렌베리의상큼함이살아있는요구르트,150,214.88,31.95,9,6.53,29.11,107.12,16.45,4.05,0.16,2017
12986,발효유류 ,키짱 yogurt(연세대학교 연세우유),100,100,16,4,2.5,13,50,13,1.9,0,2015
12987,발효유류 ,키짱 yogurt(연세대학교 연세우유),100,100,16,4,2.5,13,50,13,1.9,0,2017
12988,발효유류 ,프라임요구르트 사과(건국유업),150,149.04,25.96,4.81,4.33,18.27,72.12,14.42,2.88,0,2015
12989,발효유류 ,프라임요구르트 사과(건국유업),150,223.56,38.94,7.21,6.49,19.64,108.17,21.63,4.33,0,2017
12990,발효유류 ,프라임요구르트 포도(건국유업),150,148.04,25.79,4.78,4.3,18.15,71.63,14.33,2.87,0,2015
12991,발효유류 ,프라임요구르트 포도(건국유업),150,222.06,38.68,7.16,6.45,16.88,107.45,21.49,4.3,0,2017
12992,발효유류 ,플레인요거트,100,65,7,3,2.6,7,55,10,1.6,0,2012
12993,발효유류 ,플레인요거트,100,65,7,3,2.6,7,55,10,1.6,0,2017
12994,발효유류 ,헬리코박터 프로젝트 윌(한국야쿠르트),150,202.5,30,7.5,6.45,21,135,22.5,3.6,0,2015
12995,발효유류 ,헬리코박터 프로젝트 윌(한국야쿠르트),150,303.75,45,11.25,9.68,20.99,202.5,33.75,5.4,0,2017
12996,버터유류 ,서울우유 버터(무가염) 450g,100,748,3.5,0.8,81.2,0.5,7.36,208.5,56.7,2.2,2014
12997,버터유류 ,서울우유 버터(무가염) 450g,100,748,3.5,0.8,81.2,0.5,7.36,208.5,56.7,2.2,2017
12998,버터유류 ,서울우유버터 240g,100,747,1,0.8,82.2,0.5,217.31,219.59,54,3.5,2014
12999,버터유류 ,서울우유버터 240g,100,747,1,0.8,82.2,0.5,217.31,219.59,54,3.5,2017
13000,농축유류 ,서울연유,200,720,114,16,22,98,300,50,14,0,2015
13001,농축유류 ,서울연유,200,1440,228,32,44,196,600,100,28,0,2017
13002,농축유류 ,"연유,연유, 연유(서울우유)",200,680,114,16,18,0,300,0,0,0,2006
13003,농축유류 ,"연유,연유, 연유(서울우유)",200,1360,228,32,36,196,600,N/A,N/A,N/A,2017
13004,유크림류 ,매일 생크림,100,369,7,2,37,2,25,100,23,1.1,2015
13005,유크림류 ,매일 생크림,100,369,7,2,37,2,25,100,23,1.1,2017
13006,유크림류 ,매일 휘핑크림,100,353,3,2,37,3,65,135,26,1,2015
13007,유크림류 ,매일 휘핑크림,100,353,3,2,37,2.5,65,135,26,1,2017
13008,버터류 ,남양 드빈치 버터,100,745,1,0.6,82,0,12,230,59,1.8,2015
13009,버터류 ,남양 드빈치 버터,100,745,1,0.6,82,0.24,12,230,59,1.8,2017
13010,버터류 ,서울우유 버터,100,745,4,1,80,0.5,360,190,50,2,2015
13011,버터류 ,서울우유 버터,100,745,4,1,80,0.5,360,190,50,2,2017
13012,자연치즈 ,남양 로젠하임 피자치즈 K,20,65,0,5,5,0,80,14,3.5,0.3,2015
13013,자연치즈 ,남양 로젠하임 피자치즈 K,20,13,0,1,1,0,16,2.8,0.7,0.06,2017
13014,자연치즈 ,남양 로젠하임 피자치즈 NA50,20,60,1,5,4.6,0,86,14,3,0.3,2015
13015,자연치즈 ,남양 로젠하임 피자치즈 NA50,20,12,0.2,1,0.92,0,17.2,2.8,0.6,0.06,2017
13016,자연치즈 ,남양 로젠하임 피자치즈 NA75C,20,60,1,5,4.5,0,95,14,3,0.3,2015
13017,자연치즈 ,남양 로젠하임 피자치즈 NA75C,20,12,0.2,1,0.9,0,19,2.8,0.6,0.06,2017
13018,자연치즈 ,남양 로젠하임 피자치즈 NA90C,20,55,1,5,4,0,100,14,3,0.3,2015
13019,자연치즈 ,남양 로젠하임 피자치즈 NA90C,20,11,0.2,1,0.8,0,20,2.8,0.6,0.06,2017
13020,자연치즈 ,남양 로젠하임 피자치즈 NU50C,20,65,1,5,4.8,0,80,15,3.3,0.3,2015
13021,자연치즈 ,남양 로젠하임 피자치즈 NU50C,20,13,0.2,1,0.96,0,16,3,0.66,0.06,2017
13022,자연치즈 ,남양 로젠하임 피자치즈 NU90C,20,65,1,5,4,0,100,14,3,0.3,2015
13023,자연치즈 ,남양 로젠하임 피자치즈 NU90C,20,13,0.2,1,0.8,0,20,2.8,0.6,0.06,2017
13024,자연치즈 ,남양 로젠하임치즈 SOS,20,74,1.48,4.44,5.33,0,244.44,14.81,3.56,0,2015
13025,자연치즈 ,남양 로젠하임치즈 SOS,20,14.8,0.3,0.89,1.07,0,48.89,2.96,0.71,0,2017
13026,자연치즈 ,덴마크 모짜렐라 치즈(동원F&B),20,59.19,0.56,4.88,4.16,0.04,100.16,5.88,2.82,0.17,2015
13027,자연치즈 ,덴마크 모짜렐라 치즈(동원F&B),20,11.84,0.11,0.98,0.83,0,20.03,1.18,0.56,0.03,2017
13028,자연치즈 ,덴마크 인포켓치즈 라이트(동원F&B),20,53.34,0.53,6.22,2.93,0,120,5.97,1.98,0.11,2015
13029,자연치즈 ,덴마크 인포켓치즈 라이트(동원F&B),20,10.67,0.11,1.24,0.59,0.01,24,1.19,0.4,0.02,2017
13030,자연치즈 ,덴마크 인포켓치즈 오리지널(동원F&B),20,61.29,0.83,4.9,4.26,0,74.6,7.61,2.87,0.14,2015
13031,자연치즈 ,덴마크 인포켓치즈 오리지널(동원F&B),20,12.26,0.17,0.98,0.85,0.01,14.92,1.52,0.57,0.03,2017
13032,자연치즈 ,상하 후레쉬 모짜렐라,20,60,0,4,5,0,120,11,3,0,2015
13033,자연치즈 ,상하 후레쉬 모짜렐라,20,12,0,0.8,1,0,24,2.2,0.6,0,2017
13034,자연치즈 ,상하치즈 골든믹스,20,65,1,4.5,5,0,100,10,3,0.3,2015
13035,자연치즈 ,상하치즈 골든믹스,20,13,0.2,0.9,1,0.01,20,2,0.6,0.06,2017
13036,자연치즈 ,상하치즈 까망베르(매일유업),20,60,0,3,5.2,0,110,10,3.4,0,2015
13037,자연치즈 ,상하치즈 까망베르(매일유업),20,12,0,0.6,1.04,0,22,2,0.68,0,2017
13038,자연치즈 ,상하치즈 라면속에 모짜렐라치즈,20,65,0.8,5,4.5,0,100,10,2.8,0.3,2015
13039,자연치즈 ,상하치즈 라면속에 모짜렐라치즈,20,13,0.16,1,0.9,0,20,2,0.56,0.06,2017
13040,자연치즈 ,상하치즈 링스,20,60,0.8,5,4.2,0,60,12,2.4,0,2015
13041,자연치즈 ,상하치즈 링스,20,12,0.16,1,0.84,0.01,12,2.4,0.48,0,2017
13042,자연치즈 ,상하치즈 모짜렐라 피자치즈,20,65,0.8,5,4.5,0,100,10,2.8,0.3,2015
13043,자연치즈 ,상하치즈 모짜렐라 피자치즈,20,13,0.16,1,0.9,0,20,2,0.56,0.06,2017
13044,자연치즈 ,상하치즈 브리(매일유업),20,60,0,3,5.2,0,110,10,3.4,0,2015
13045,자연치즈 ,상하치즈 브리(매일유업),20,12,0,0.6,1.04,0.01,22,2,0.68,0,2017
13046,자연치즈 ,솔솔 뿌려먹는 모짜렐라 치즈,20,60,0.4,5,4,0,80,15,3,0.2,2015
13047,자연치즈 ,솔솔 뿌려먹는 모짜렐라 치즈,20,12,0.08,1,0.8,0,16,3,0.6,0.04,2017
13048,자연치즈 ,제주슈레드모짜렐라치즈(삼양식품),20,64,0.6,4.6,4.8,0,82,7,3.4,0.16,2015
13049,자연치즈 ,제주슈레드모짜렐라치즈(삼양식품),20,12.8,0.12,0.92,0.96,0,16.4,1.4,0.68,0.03,2017
13050,자연치즈 ,좋은상품 슈레드피자치즈,20,65,0.9,5,4.5,0,100,10,2.7,0.3,2015
13051,자연치즈 ,좋은상품 슈레드피자치즈,20,13,0.18,1,0.9,0,20,2,0.54,0.06,2017
13052,자연치즈 ,초이스엘 피자치즈,20,65,0.9,5,4.5,0,100,10,2.7,0.3,2015
13053,자연치즈 ,초이스엘 피자치즈,20,13,0.18,1,0.9,0,20,2,0.54,0.06,2017
13054,자연치즈 ,크래프트 필라델피아 크림치즈(동서식품),20,72.01,0.71,1.22,7.14,0.71,69.11,21.43,4.29,0.3,2015
13055,자연치즈 ,크래프트 필라델피아 크림치즈(동서식품),20,14.4,0.14,0.24,1.43,0.14,13.82,4.29,0.86,0.06,2017
13056,자연치즈 ,필라델피아 소프트 크림치즈 28.35g(1oz)(동서식품),20,47.66,1.66,1.12,4.06,0.94,49.42,12.7,2.68,0.19,2015
13057,자연치즈 ,필라델피아 소프트 크림치즈 28.35g(1oz)(동서식품),20,9.53,0.33,0.22,0.81,0.14,9.88,2.54,0.54,0.04,2017
13058,자연치즈 ,필라델피아 크림치즈 블록(동서식품),20,69.08,0.46,1.42,6.84,0.46,77.24,17.66,4.78,0.34,2015
13059,자연치즈 ,필라델피아 크림치즈 블록(동서식품),20,13.82,0.09,0.28,1.37,0.14,15.45,3.53,0.96,0.07,2017
13060,자연치즈 ,필라델피아 크림치즈(동서식품),20,68.36,0.46,1.42,6.76,0.46,77.24,17.66,4.72,0.34,2015
13061,자연치즈 ,필라델피아 크림치즈(동서식품),20,13.67,0.09,0.28,1.35,0.14,15.45,3.53,0.94,0.07,2017
13062,자연치즈 ,하나로 슈레드 모짜렐라치즈,20,65,0.9,5,4.5,0,100,10,2.7,0.3,2015
13063,자연치즈 ,하나로 슈레드 모짜렐라치즈,20,13,0.18,1,0.9,0,20,2,0.54,0.06,2017
13064,자연치즈 ,함박웃음 피자치즈,20,65,0.9,5,4.5,0,100,10,2.7,0.3,2015
13065,자연치즈 ,함박웃음 피자치즈,20,13,0.18,1,0.9,0,20,2,0.54,0.06,2017
13066,가공치즈 ,고다슬라이스치즈,20,65,1,4,5,0,170,15,3,0.15,2015
13067,가공치즈 ,고다슬라이스치즈,20,13,0.2,0.8,1,0.01,34,3,0.6,0.03,2017
13068,가공치즈 ,남양 치즈명장 드빈치 웰빙 피자치즈 mini,20,60,1,5,4.5,0,90,15,3.1,0.3,2015
13069,가공치즈 ,남양 치즈명장 드빈치 웰빙 피자치즈 mini,20,12,0.2,1,0.9,0,18,3,0.62,0.06,2017
13070,가공치즈 ,덴마크 유기농 97.6 아기치즈(동원F&B),20,70.76,0.66,3.67,5.93,0,109.6,9.05,3.75,0.29,2015
13071,가공치즈 ,덴마크 유기농 97.6 아기치즈(동원F&B),20,14.15,0.13,0.73,1.19,0,21.92,1.81,0.75,0.06,2017
13072,가공치즈 ,덴마크 유기농 97.6 유아치즈(동원F&B),20,71.31,0.71,3.76,5.94,0,108.87,8.9,3.75,0.29,2015
13073,가공치즈 ,덴마크 유기농 97.6 유아치즈(동원F&B),20,14.26,0.14,0.75,1.19,0,21.77,1.78,0.75,0.06,2017
13074,가공치즈 ,드빈치 유기농 시작부터 아기치즈 1단계,20,61,0,3.33,5.56,0,66.67,17.78,3.89,0.33,2015
13075,가공치즈 ,드빈치 유기농 시작부터 아기치즈 1단계,20,12.2,0,0.67,1.11,0.01,13.33,3.56,0.78,0.07,2017
13076,가공치즈 ,드빈치 유기농 쑥쑥클때 어린이치즈 3단계,20,61,0,3.33,5.56,0,88.89,17.78,3.89,0.33,2015
13077,가공치즈 ,드빈치 유기농 쑥쑥클때 어린이치즈 3단계,20,12.2,0,0.67,1.11,0.01,17.78,3.56,0.78,0.07,2017
13078,가공치즈 ,드빈치 유기농 튼튼탄탄 아기치즈 2단계,20,61,0,3.33,5.56,0,66.67,17.78,3.89,0.33,2015
13079,가공치즈 ,드빈치 유기농 튼튼탄탄 아기치즈 2단계,20,12.2,0,0.67,1.11,0.01,13.33,3.56,0.78,0.07,2017
13080,가공치즈 ,드빈치 크림치즈 차이브앤어니언,20,50,1,2,4.4,1,100,20,3,0.5,2015
13081,가공치즈 ,드빈치 크림치즈 차이브앤어니언,20,10,0.2,0.4,0.88,0.01,20,4,0.6,0.1,2017
13082,가공치즈 ,드빈치 크림치즈 플레인,20,50,1,2,4.4,1,100,20,3,0.5,2015
13083,가공치즈 ,드빈치 크림치즈 플레인,20,10,0.2,0.4,0.88,0.1,20,4,0.6,0.1,2017
13084,가공치즈 ,드빈치 피자치즈,20,60,0.8,3.2,4.8,0,240,8,2.8,0.24,2015
13085,가공치즈 ,드빈치 피자치즈,20,12,0.16,0.64,0.96,0,48,1.6,0.56,0.05,2017
13086,가공치즈 ,뽀로로가 좋아하는 칼슘왕치즈,20,66,0.8,3.4,5.6,0,167,15.4,3.6,0.28,2015
13087,가공치즈 ,뽀로로가 좋아하는 칼슘왕치즈,20,13.2,0.16,0.68,1.12,0,33.4,3.08,0.72,0.06,2017
13088,가공치즈 ,뽀로로가 좋아하는 플레인치즈,20,66,0.9,3.4,5.4,0.7,177,15.4,3.4,0.1,2015
13089,가공치즈 ,뽀로로가 좋아하는 플레인치즈,20,13.2,0.18,0.68,1.08,0.14,35.4,3.08,0.68,0.02,2017
13090,가공치즈 ,뿌려먹고 녹여먹는 피자치즈(동원F&B),20,63.73,0.5,4.6,4.81,0,82.88,6.53,3.3,0.16,2015
13091,가공치즈 ,뿌려먹고 녹여먹는 피자치즈(동원F&B),20,12.75,0.1,0.92,0.96,0,16.58,1.31,0.66,0.03,2017
13092,가공치즈 ,상하치즈 고다슬라이스,20,61,0.7,3.33,5.56,0,211,14.44,3.34,0.33,2015
13093,가공치즈 ,상하치즈 고다슬라이스,20,12.2,0.14,0.67,1.11,0.01,42.2,2.89,0.67,0.07,2017
13094,가공치즈 ,상하치즈 까망베르슬라이스,20,64.4,1.2,3.56,5.04,0,169,10.4,3.3,0.2,2015
13095,가공치즈 ,상하치즈 까망베르슬라이스,20,12.88,0.24,0.71,1.01,0,33.8,2.08,0.66,0.04,2017
13096,가공치즈 ,상하치즈 맛있는비타치즈 딸기,20,54,0.83,1.67,5,0.75,70,9.16,3.33,0.22,2015
13097,가공치즈 ,상하치즈 맛있는비타치즈 딸기,20,10.8,0.17,0.33,1,0.01,14,1.83,0.67,0.04,2017
13098,가공치즈 ,상하치즈 맛있는비타치즈 바나나,20,58.34,2.5,1.67,5,1.67,70,9.16,3.33,0.22,2015
13099,가공치즈 ,상하치즈 맛있는비타치즈 바나나,20,11.67,0.5,0.33,1,0.01,14,1.83,0.67,0.04,2017
13100,가공치즈 ,상하치즈 맛있는비타치즈 요구르트,20,58.34,2.5,1.67,5,1.67,70,9.16,3.33,0.22,2015
13101,가공치즈 ,상하치즈 맛있는비타치즈 요구르트,20,11.67,0.5,0.33,1,0.01,14,1.83,0.67,0.04,2017
13102,가공치즈 ,상하치즈 맛있는비타치즈 플레인,20,58.34,0,3.33,5,0,175,10.83,3,0.28,2015
